ind,activity_label,ctx_a,ctx_b,ctx,endings,source_id,split,split_type,label,text
18229,Home and Garden,[header] How to improve your wardrobe [title] Look through your closet. [step] Separate the clothes you love from the clothes you hate and the clothes you feel neutral about. [title] Determine why you love the clothes you love.,,[header] How to improve your wardrobe [title] Look through your closet. [step] Separate the clothes you love from the clothes you hate and the clothes you feel neutral about. [title] Determine why you love the clothes you love.,"[""[step] Doing this can help you see what you love about your clothes even more. Oftentimes, people like to make up the difference between what is unattractive or inappropriate and what you'll get rid of."", '[step] This will help you identify the things you obsess over the most. This may include clothing from your major media collection, fashion magazines, or movies that you see everyday or what you only see occasionally.', '[step] Ask yourself why you like them-are there any reasons you dislike them? What does it make you feel about them that makes you dislike them? Find each tangible point, and out why it makes you less neutral. Put it in context so you can use that viewpoint to write one paragraph.', '[step] Some pieces may have sentimental value, but oftentimes, you love clothing that makes you look good. [substeps] Study the pieces that you love for similarities in style and shape.']",wikihow~30068,train,indomain,3,"[header] How to improve your wardrobe [title] Look through your closet. [step] Separate the clothes you love from the clothes you hate and the clothes you feel neutral about. [title] Determine why you love the clothes you love.
A. [step] Doing this can help you see what you love about your clothes even more. Oftentimes, people like to make up the difference between what is unattractive or inappropriate and what you'll get rid of.
B. [step] This will help you identify the things you obsess over the most. This may include clothing from your major media collection, fashion magazines, or movies that you see everyday or what you only see occasionally.
C. [step] Ask yourself why you like them-are there any reasons you dislike them? What does it make you feel about them that makes you dislike them? Find each tangible point, and out why it makes you less neutral. Put it in context so you can use that viewpoint to write one paragraph.
D. [step] Some pieces may have sentimental value, but oftentimes, you love clothing that makes you look good. [substeps] Study the pieces that you love for similarities in style and shape.
Answer:"
10094,Mowing the lawn,A man is mowing the lawn on a yard and laughing and making jokes with friends that are watching.,he,A man is mowing the lawn on a yard and laughing and making jokes with friends that are watching. he,"['turns and random views of a large, snowy hill are shown.', 'gets to the pool and pretends to get in trouble for doing so as an officer comes to help him.', 'goes to grab his dog and make a camp and the pair walks around together.', 'begins to run with the lawn mover and nearly runs into something as his friends laugh in enjoyment.']",activitynet~v_-DTxZliHCTE,train,indomain,3,"A man is mowing the lawn on a yard and laughing and making jokes with friends that are watching. he
A. turns and random views of a large, snowy hill are shown.
B. gets to the pool and pretends to get in trouble for doing so as an officer comes to help him.
C. goes to grab his dog and make a camp and the pair walks around together.
D. begins to run with the lawn mover and nearly runs into something as his friends laugh in enjoyment.
Answer:"
31638,Home and Garden,"[header] How to paint metal [title] Work in a ventilated area. [step] Working around paint and rust particles can be harmful, so choose a well ventilated area where you can put a drop sheet down underneath your metal project. Wear gloves and a dust mask while you work.",,"[header] How to paint metal [title] Work in a ventilated area. [step] Working around paint and rust particles can be harmful, so choose a well ventilated area where you can put a drop sheet down underneath your metal project. Wear gloves and a dust mask while you work.","['This will help you get comfortable handling the steel, preventing any eye strain during the project. [title] Set up your canvas or flat work surface.', '[substeps] Keep a damp cloth nearby to wipe away paint, dust and rust particles periodically while you work. This is much safer for you than waiting until the end to deal with them.', 'For larger projects, use an oil-based stain remover or primer, and wipe away the rust with a damp paper towel or wipe cloth. [substeps] [substeps] Although rust is easy to remove, there may be small flakes in your metal after you have properly painted it.', 'This helps to prevent paint and rust from getting onto your hands. [substeps] Do not forget that you may have to sand or sweep exposed metal.']",wikihow~52162,train,indomain,1,"[header] How to paint metal [title] Work in a ventilated area. [step] Working around paint and rust particles can be harmful, so choose a well ventilated area where you can put a drop sheet down underneath your metal project. Wear gloves and a dust mask while you work.
A. This will help you get comfortable handling the steel, preventing any eye strain during the project. [title] Set up your canvas or flat work surface.
B. [substeps] Keep a damp cloth nearby to wipe away paint, dust and rust particles periodically while you work. This is much safer for you than waiting until the end to deal with them.
C. For larger projects, use an oil-based stain remover or primer, and wipe away the rust with a damp paper towel or wipe cloth. [substeps] [substeps] Although rust is easy to remove, there may be small flakes in your metal after you have properly painted it.
D. This helps to prevent paint and rust from getting onto your hands. [substeps] Do not forget that you may have to sand or sweep exposed metal.
Answer:"
39477,Computers and Electronics,"[header] How to break in new pointe shoes [title] Identify the natural break in your arch. [step] Before you can soften the shank, the reinforced sole of the pointe shoe, you'll need to figure out where your natural arch breaks. The break is where the heel becomes the arch.",,"[header] How to break in new pointe shoes [title] Identify the natural break in your arch. [step] Before you can soften the shank, the reinforced sole of the pointe shoe, you'll need to figure out where your natural arch breaks. The break is where the heel becomes the arch.","['If your arch has a weak point, you might want to hit it with the heel of your hand instead. [substeps] Your natural arch breaks down into an elongated cone shape, which resembles a stamp with stirrups on the bottom and open flaps on the front and sides.', ""The rest of the shoe restores the arch, yet it is covered by your natural arches. [substeps] Measure the foot to find the exact distance between the shoe's heel and the area where the arch meets the sole."", 'Figure out this by knowing where your arch would have rested if you were to jump in. Also, you can find the break more easily by looking at the back of your shoes.', 'Bend your foot to see where your arch naturally breaks. You can mark the point on both your foot and the shoe with a marker.']",wikihow~64980,train,indomain,3,"[header] How to break in new pointe shoes [title] Identify the natural break in your arch. [step] Before you can soften the shank, the reinforced sole of the pointe shoe, you'll need to figure out where your natural arch breaks. The break is where the heel becomes the arch.
A. If your arch has a weak point, you might want to hit it with the heel of your hand instead. [substeps] Your natural arch breaks down into an elongated cone shape, which resembles a stamp with stirrups on the bottom and open flaps on the front and sides.
B. The rest of the shoe restores the arch, yet it is covered by your natural arches. [substeps] Measure the foot to find the exact distance between the shoe's heel and the area where the arch meets the sole.
C. Figure out this by knowing where your arch would have rested if you were to jump in. Also, you can find the break more easily by looking at the back of your shoes.
D. Bend your foot to see where your arch naturally breaks. You can mark the point on both your foot and the shoe with a marker.
Answer:"
13201,Home and Garden,"[header] How to fold tank tops [title] Spread the tank out facedown. [step] Lay the tank top on a flat surface, like a table, and smooth out any wrinkles. [title] Fold both sides lengthwise into the center.",,"[header] How to fold tank tops [title] Spread the tank out facedown. [step] Lay the tank top on a flat surface, like a table, and smooth out any wrinkles. [title] Fold both sides lengthwise into the center.","['[step] This will make the shirt to fold horizontally. Crease the folds; you should have a small triangle; this will help the shirt to flatten out.', '[step] Make sure they are even with each other. [title] Place a piece of origami paper on top of each of the folded sides.', '[step] Bring the left edge in so that it aligns with an imaginary line running vertically through the center of the tank. Bring the right edge in so that it aligns with the center line as well.', '[step] Place one folded bottom (bottom side) inside another, and crease as you go. [substeps] Make sure to overlap any creases, otherwise you might fold the tank in half, causing wrinkles.']",wikihow~21853,train,indomain,2,"[header] How to fold tank tops [title] Spread the tank out facedown. [step] Lay the tank top on a flat surface, like a table, and smooth out any wrinkles. [title] Fold both sides lengthwise into the center.
A. [step] This will make the shirt to fold horizontally. Crease the folds; you should have a small triangle; this will help the shirt to flatten out.
B. [step] Make sure they are even with each other. [title] Place a piece of origami paper on top of each of the folded sides.
C. [step] Bring the left edge in so that it aligns with an imaginary line running vertically through the center of the tank. Bring the right edge in so that it aligns with the center line as well.
D. [step] Place one folded bottom (bottom side) inside another, and crease as you go. [substeps] Make sure to overlap any creases, otherwise you might fold the tank in half, causing wrinkles.
Answer:"
42465,Arm wrestling,A man and a woman are shown sitting at a table with a cigarette in her mouth and their arms crossed at one another.,they,A man and a woman are shown sitting at a table with a cigarette in her mouth and their arms crossed at one another. they,"['show how to get the cigarette lit and lit, as well as tapping their fingers on the table.', 'play a game of beer pong together and the woman lays down on the table and the man dives on top of the woman.', 'begin smoking the entire bottle as well as one another.', 'begin arm wrestles and the girl with the cigarette beats the man.']",activitynet~v_SOkS5d8GjZ4,train,indomain,3,"A man and a woman are shown sitting at a table with a cigarette in her mouth and their arms crossed at one another. they
A. show how to get the cigarette lit and lit, as well as tapping their fingers on the table.
B. play a game of beer pong together and the woman lays down on the table and the man dives on top of the woman.
C. begin smoking the entire bottle as well as one another.
D. begin arm wrestles and the girl with the cigarette beats the man.
Answer:"
37898,Health,"[header] How to induce labour [title] Have sex. [step] This is a popular recommendation from midwives, though firm research on its effectiveness is lacking. The theory is that the woman's orgasm can trigger labor, as well as prostaglandins in semen coming into contact with the vagina (so plan your activities accordingly! ).",,"[header] How to induce labour [title] Have sex. [step] This is a popular recommendation from midwives, though firm research on its effectiveness is lacking. The theory is that the woman's orgasm can trigger labor, as well as prostaglandins in semen coming into contact with the vagina (so plan your activities accordingly! ).","['You can plan your activities on your own, but you can also have your significant other and/or your own child do them. [substeps] Have sex with both partners, but keep the subject relatively low to avoid causing problems.', ""[substeps] There's one caveat: don't resort to this remedy if your water has already broken. Once the amniotic sac has ruptured, you run the risk of infection."", 'It also helps explain a further conception of labor symptoms, including : [substeps] Fatigue, headache, loss of sense of awareness of time and thought and inability to focus. The woman may feel nauseous (but not vomiting or regurgitating the fluids).', ""It's up to you whether to be told beforehand, though. If you wish to get pregnant, you are generally advised to have intercourse with everyone in your family.""]",wikihow~62432,train,indomain,1,"[header] How to induce labour [title] Have sex. [step] This is a popular recommendation from midwives, though firm research on its effectiveness is lacking. The theory is that the woman's orgasm can trigger labor, as well as prostaglandins in semen coming into contact with the vagina (so plan your activities accordingly! ).
A. You can plan your activities on your own, but you can also have your significant other and/or your own child do them. [substeps] Have sex with both partners, but keep the subject relatively low to avoid causing problems.
B. [substeps] There's one caveat: don't resort to this remedy if your water has already broken. Once the amniotic sac has ruptured, you run the risk of infection.
C. It also helps explain a further conception of labor symptoms, including : [substeps] Fatigue, headache, loss of sense of awareness of time and thought and inability to focus. The woman may feel nauseous (but not vomiting or regurgitating the fluids).
D. It's up to you whether to be told beforehand, though. If you wish to get pregnant, you are generally advised to have intercourse with everyone in your family.
Answer:"
19110,Sports and Fitness,"[header] How to be a soccer goalie [title] Learn the basic rules of soccer. [step] Before you can develop yourself into a goalie, you should know the rules of soccer. These rules and regulations are discussed by and decided upon by the international football association board (ifab), which is a committee within the fédération internationale de football association (fifa).",,"[header] How to be a soccer goalie [title] Learn the basic rules of soccer. [step] Before you can develop yourself into a goalie, you should know the rules of soccer. These rules and regulations are discussed by and decided upon by the international football association board (ifab), which is a committee within the fédération internationale de football association (fifa).","[""[substeps] Contact the ifab manufacturer of the tennis racket of your choice and receive the tools and equipment necessary to make and play the racket. Review the ifab's website for help."", 'Fifa governs every aspect of the game of internationally. [substeps] Fifa publishes the official book of rules and regulations for soccer.', 'Here is the lesson a goalie needs to be able to follow the rules. [substeps] Learn to dive smoothly into the ball.', 'Together, you and your teammate (or team member) will apply these rules to your individual team. Each team will have a different set of rules and policies.']",wikihow~31509,train,indomain,1,"[header] How to be a soccer goalie [title] Learn the basic rules of soccer. [step] Before you can develop yourself into a goalie, you should know the rules of soccer. These rules and regulations are discussed by and decided upon by the international football association board (ifab), which is a committee within the fédération internationale de football association (fifa).
A. [substeps] Contact the ifab manufacturer of the tennis racket of your choice and receive the tools and equipment necessary to make and play the racket. Review the ifab's website for help.
B. Fifa governs every aspect of the game of internationally. [substeps] Fifa publishes the official book of rules and regulations for soccer.
C. Here is the lesson a goalie needs to be able to follow the rules. [substeps] Learn to dive smoothly into the ball.
D. Together, you and your teammate (or team member) will apply these rules to your individual team. Each team will have a different set of rules and policies.
Answer:"
17865,Vacuuming floor,A woman demonstrates the safe use of a bissell steam cleaner on a hardwood floor.,the woman,A woman demonstrates the safe use of a bissell steam cleaner on a hardwood floor. the woman,"['begins by talking, looking into the camera and standing next to, and holding the handle of a steam cleaner while standing on a hardwood floor and pulling the cleaner across the floor with white steam pouring out of it.', 'rakes the rug with her bare hands.', 'shows to shine shoes and uses the hose on the expensive shoes.', 'scrapes the red residue off from the carpet with a red handled tool.']",activitynet~v_6ChRD-1NwSg,train,indomain,0,"A woman demonstrates the safe use of a bissell steam cleaner on a hardwood floor. the woman
A. begins by talking, looking into the camera and standing next to, and holding the handle of a steam cleaner while standing on a hardwood floor and pulling the cleaner across the floor with white steam pouring out of it.
B. rakes the rug with her bare hands.
C. shows to shine shoes and uses the hose on the expensive shoes.
D. scrapes the red residue off from the carpet with a red handled tool.
Answer:"
2519,Pets and Animals,[header] How to clean a hermit crab [title] Get a small container. [step] The container will need to be big enough that your crab can completely submerge itself in the water. A small tupperware container would work well.,,[header] How to clean a hermit crab [title] Get a small container. [step] The container will need to be big enough that your crab can completely submerge itself in the water. A small tupperware container would work well.,"['If you live in a climate where it is extremely cold, you might want to consider a wider container. [substeps] Hermit crabs can get very cold in environments where good ventilation is limited.', ""[title] Soak your crab in the sand. [step] Place the container on top of the sand and turn on your aquarium's heater."", 'Aim for a size of 3 to 4 inches (7.6 to 10.2 cm). [substeps] Keep in mind that hermit crabs like to fish.', 'You can also use a bowl from your kitchen. [substeps] Make sure any container you select is clean.']",wikihow~4124,train,indomain,3,"[header] How to clean a hermit crab [title] Get a small container. [step] The container will need to be big enough that your crab can completely submerge itself in the water. A small tupperware container would work well.
A. If you live in a climate where it is extremely cold, you might want to consider a wider container. [substeps] Hermit crabs can get very cold in environments where good ventilation is limited.
B. [title] Soak your crab in the sand. [step] Place the container on top of the sand and turn on your aquarium's heater.
C. Aim for a size of 3 to 4 inches (7.6 to 10.2 cm). [substeps] Keep in mind that hermit crabs like to fish.
D. You can also use a bowl from your kitchen. [substeps] Make sure any container you select is clean.
Answer:"
43789,Hurling,The boys lacrosse team is shown working out. They are then running drills on the gravel.,next,The boys lacrosse team is shown working out. They are then running drills on the gravel. next,"[', they are given a set of blue balls and are shown celebrating with their coach.', ', they are shown plowing through tree roots under a bridge.', ', the team is in a scrimmage on the field.', 'is shown how to solve a stick and get it into position.']",activitynet~v_fX3tcnTdAN4,train,indomain,2,"The boys lacrosse team is shown working out. They are then running drills on the gravel. next
A. , they are given a set of blue balls and are shown celebrating with their coach.
B. , they are shown plowing through tree roots under a bridge.
C. , the team is in a scrimmage on the field.
D. is shown how to solve a stick and get it into position.
Answer:"
25636,Education and Communications,"[header] How to ship packages from home [title] Choose a suitable box and pack your item (s). [step] Your box should fit your item (s) well. It shouldn't be too large, but there should be space for padding on all sides of the item (s).",,"[header] How to ship packages from home [title] Choose a suitable box and pack your item (s). [step] Your box should fit your item (s) well. It shouldn't be too large, but there should be space for padding on all sides of the item (s).","[""If your item is of poor quality or if its shipping is expensive, a better place to ship it is down the street. [substeps] A shoebox box will be better, unless you're a service person."", ""Think carefully about what kind of fit you want for your item. Is your item going to be big or small? If packing your item (s) is too small, you won't be able to bridge a gap or stain the item."", '[title] Get to know the mailing patterns for your package. [step] Every package will have at least one mailing pattern.', ""For padding, you might use newspaper, packing peanuts, bubble wrap, and so on. [substeps] If you don't have a box, you might be able to salvage one for free from you workplace.""]",wikihow~42265,train,indomain,3,"[header] How to ship packages from home [title] Choose a suitable box and pack your item (s). [step] Your box should fit your item (s) well. It shouldn't be too large, but there should be space for padding on all sides of the item (s).
A. If your item is of poor quality or if its shipping is expensive, a better place to ship it is down the street. [substeps] A shoebox box will be better, unless you're a service person.
B. Think carefully about what kind of fit you want for your item. Is your item going to be big or small? If packing your item (s) is too small, you won't be able to bridge a gap or stain the item.
C. [title] Get to know the mailing patterns for your package. [step] Every package will have at least one mailing pattern.
D. For padding, you might use newspaper, packing peanuts, bubble wrap, and so on. [substeps] If you don't have a box, you might be able to salvage one for free from you workplace.
Answer:"
15901,Education and Communications,"[header] How to prepare for umat [title] Choose a good quality umat preparation course. [step] Quality study material is necessary to help you prepare at its best. If you are new to the test, it is likely you will know less about the test content.",,"[header] How to prepare for umat [title] Choose a good quality umat preparation course. [step] Quality study material is necessary to help you prepare at its best. If you are new to the test, it is likely you will know less about the test content.","['With a good quality practice/sample material, you can simply get acquaintance with the test structure and then prepare accordingly. Do not miss on selecting the right kind of study material as this is the sole source which can guarantee you success in the test.', ""If you suspect you won't be taking the actual exam, choose content or optional content. Ideally, your content should be subject-focused."", 'Make sure you have a study partner for the route you are taking. [title] Make sure your study buddy/teacher is 18 or older.', ""Find out what types of testing courses are best suited to you. [substeps] Buy a umat study partner or review university's guidelines for test scores, report cards, readings, and objectives for yourself.""]",wikihow~26328,train,indomain,0,"[header] How to prepare for umat [title] Choose a good quality umat preparation course. [step] Quality study material is necessary to help you prepare at its best. If you are new to the test, it is likely you will know less about the test content.
A. With a good quality practice/sample material, you can simply get acquaintance with the test structure and then prepare accordingly. Do not miss on selecting the right kind of study material as this is the sole source which can guarantee you success in the test.
B. If you suspect you won't be taking the actual exam, choose content or optional content. Ideally, your content should be subject-focused.
C. Make sure you have a study partner for the route you are taking. [title] Make sure your study buddy/teacher is 18 or older.
D. Find out what types of testing courses are best suited to you. [substeps] Buy a umat study partner or review university's guidelines for test scores, report cards, readings, and objectives for yourself.
Answer:"
47786,Food and Entertaining,[header] How to remember the five great lakes [title] Learn homes. [step] Homes is the most popular mnemonic device used to remember the great lakes. Each letter in homes stands for a different lake.,,[header] How to remember the five great lakes [title] Learn homes. [step] Homes is the most popular mnemonic device used to remember the great lakes. Each letter in homes stands for a different lake.,"[""Since there is no vowel in the name in a name, it's easiest to remember where both letters rhyme. As a result, you're able to remember things in your community and in your hometown."", 'Names can always be written in many different ways, and a pattern is created to associate each word with its name. In most contexts, homes are labeled with the year or province of which the name is associated.', ""If you can remember homes (as in, the lakes provide homes for many species of birds and fish) you'll be able to remember the five lakes. Here's what each letter stands for : [substeps] H is for huron."", 'Try to begin with one letter in the name of each lake you visit to get memorials to remember later on. When you visit a home for the first time, try each of the five : [substeps] Mnemonic device: co2 [title] Write down what you want to remember.']",wikihow~78631,train,indomain,2,"[header] How to remember the five great lakes [title] Learn homes. [step] Homes is the most popular mnemonic device used to remember the great lakes. Each letter in homes stands for a different lake.
A. Since there is no vowel in the name in a name, it's easiest to remember where both letters rhyme. As a result, you're able to remember things in your community and in your hometown.
B. Names can always be written in many different ways, and a pattern is created to associate each word with its name. In most contexts, homes are labeled with the year or province of which the name is associated.
C. If you can remember homes (as in, the lakes provide homes for many species of birds and fish) you'll be able to remember the five lakes. Here's what each letter stands for : [substeps] H is for huron.
D. Try to begin with one letter in the name of each lake you visit to get memorials to remember later on. When you visit a home for the first time, try each of the five : [substeps] Mnemonic device: co2 [title] Write down what you want to remember.
Answer:"
48192,Triple jump,Man with a usa identification on his chest is running in a racetrack and make a long jump. Mena re sitting on chairs on sides of he race track.,people,Man with a usa identification on his chest is running in a racetrack and make a long jump. Mena re sitting on chairs on sides of he race track. people,"['are volume to see the high distance man.', 'runs in a competition in a track bar and people kneel down on front a people.', 'are in stands with flags waving behind men dunk racquets.', 'are on stands around the field.']",activitynet~v_BLTOTjVYiuE,train,indomain,3,"Man with a usa identification on his chest is running in a racetrack and make a long jump. Mena re sitting on chairs on sides of he race track. people
A. are volume to see the high distance man.
B. runs in a competition in a track bar and people kneel down on front a people.
C. are in stands with flags waving behind men dunk racquets.
D. are on stands around the field.
Answer:"
36075,Baton twirling,She is outside all by herself and no one else seems to be around at al. It is daytime outside and she is on some concrete near the grass.,she,She is outside all by herself and no one else seems to be around at al. It is daytime outside and she is on some concrete near the grass. she,"[""is walking owl like to the tree and she starts tossing the leaves one by one and she's 54 years old and has chopped some very long and hot ones in her back to make things easier to eat."", 'is talking some more and only then notices a newspaper covered concrete in the middle of the grass.', 'has a baton and she does some cool trick with it.', ""looks around and starts playing with the frisbee as it's still in its body and she's basically just performing tricks.""]",activitynet~v_El_q7DhzArg,train,indomain,2,"She is outside all by herself and no one else seems to be around at al. It is daytime outside and she is on some concrete near the grass. she
A. is walking owl like to the tree and she starts tossing the leaves one by one and she's 54 years old and has chopped some very long and hot ones in her back to make things easier to eat.
B. is talking some more and only then notices a newspaper covered concrete in the middle of the grass.
C. has a baton and she does some cool trick with it.
D. looks around and starts playing with the frisbee as it's still in its body and she's basically just performing tricks.
Answer:"
8061,Brushing teeth,A boy wearing glasses is sitting down. Someone is brushing his teeth with a toothbrush.,they,A boy wearing glasses is sitting down. Someone is brushing his teeth with a toothbrush. they,"['hold up the toothbrush and a knife.', 'put toothpaste on a stick.', 'take the toothbrush out of his mouth.', 'put toothpaste on an electric toothbrush, and demonstrate how to use the toothbrush.']",activitynet~v_7mmXZeOJT8w,train,indomain,2,"A boy wearing glasses is sitting down. Someone is brushing his teeth with a toothbrush. they
A. hold up the toothbrush and a knife.
B. put toothpaste on a stick.
C. take the toothbrush out of his mouth.
D. put toothpaste on an electric toothbrush, and demonstrate how to use the toothbrush.
Answer:"
9984,Health,"[header] How to treat numbness in hands [title] Hold your hands in a comfortable, neutral position. [step] Numbness and tingling can occur when you sleep on your hands or hold them in an awkward position. Changing positions usually does the trick.",,"[header] How to treat numbness in hands [title] Hold your hands in a comfortable, neutral position. [step] Numbness and tingling can occur when you sleep on your hands or hold them in an awkward position. Changing positions usually does the trick.","['[substeps] Keep your hands either in your pockets, on your legs, or in your lap. If there is a slight tingling, try sitting on the floor, on your side, or on the stool next to you.', '[substeps] Put a pillow under your hands to help you stay in the same positions. You may actually want to hold your hands out next to you to ensure they are still completely still.', 'Relax your hands and arms, and keep your elbows and wrists straight. [title] Shake your hands until the numbness subsides.', 'Position your hands in a perfectly neutral position. [substeps] This may mean holding and holding a ball-point pen or roller-tip pen, or you could use a pencil, colored ballpoint pen, or a biscuit pen.']",wikihow~16463,train,indomain,2,"[header] How to treat numbness in hands [title] Hold your hands in a comfortable, neutral position. [step] Numbness and tingling can occur when you sleep on your hands or hold them in an awkward position. Changing positions usually does the trick.
A. [substeps] Keep your hands either in your pockets, on your legs, or in your lap. If there is a slight tingling, try sitting on the floor, on your side, or on the stool next to you.
B. [substeps] Put a pillow under your hands to help you stay in the same positions. You may actually want to hold your hands out next to you to ensure they are still completely still.
C. Relax your hands and arms, and keep your elbows and wrists straight. [title] Shake your hands until the numbness subsides.
D. Position your hands in a perfectly neutral position. [substeps] This may mean holding and holding a ball-point pen or roller-tip pen, or you could use a pencil, colored ballpoint pen, or a biscuit pen.
Answer:"
12012,Hula hoop,"The lady starts by putting the 300 hula hoops around her body as she bend over to get a good grip on them, she then stands straight up and starts to twirl all 300 hula hoops around her body.",finally she,"The lady starts by putting the 300 hula hoops around her body as she bend over to get a good grip on them, she then stands straight up and starts to twirl all 300 hula hoops around her body. finally she","['manages to twirl all the hula hoop around her hole body and finishes with the hula hoops on the ground and she bows to the people who is watching her.', 'is done and the credits appear on the screen.', 'has about 10 seconds to adjust as she bends over and continues her performance.', 'stops in front of the mirror, and then starts to do back flips and a blonde woman in a green shirt is instructing her on the process.']",activitynet~v_NiQaDgj8Z10,train,indomain,0,"The lady starts by putting the 300 hula hoops around her body as she bend over to get a good grip on them, she then stands straight up and starts to twirl all 300 hula hoops around her body. finally she
A. manages to twirl all the hula hoop around her hole body and finishes with the hula hoops on the ground and she bows to the people who is watching her.
B. is done and the credits appear on the screen.
C. has about 10 seconds to adjust as she bends over and continues her performance.
D. stops in front of the mirror, and then starts to do back flips and a blonde woman in a green shirt is instructing her on the process.
Answer:"
14232,Health,"[header] How to use coenzyme 1 for health [title] Take nadh to fight fatigue. [step] People who suffer from energy-sapping disorders such as chronic fatigue syndrome and fibromyalgia may benefit from nadh supplements. Specifically, nadh is involved in the production of another chemical called atp that your cells need to produce energy.",,"[header] How to use coenzyme 1 for health [title] Take nadh to fight fatigue. [step] People who suffer from energy-sapping disorders such as chronic fatigue syndrome and fibromyalgia may benefit from nadh supplements. Specifically, nadh is involved in the production of another chemical called atp that your cells need to produce energy.","['This physical cycle is called "" crash build-up "", or the regulation of energy in the body. Research shows that although crash build-up occurs in babies and infants, it is not as permanent or dangerous for adults as it is for children.', ""[substeps] Oral and herbal supplements also are available, depending on the person's health. Talk to your doctor before trying nadh."", 'Talk to your doctor about taking nadh in a treatment regimen if you suffer from fatigue, especially chronic fatigue syndrome. [substeps] Your doctor may recommend taking niacin so that your body can make nadh.', ""It works through your body's immune system. Atp blockers are given to combat side effects like fatigue.""]",wikihow~23537,train,indomain,2,"[header] How to use coenzyme 1 for health [title] Take nadh to fight fatigue. [step] People who suffer from energy-sapping disorders such as chronic fatigue syndrome and fibromyalgia may benefit from nadh supplements. Specifically, nadh is involved in the production of another chemical called atp that your cells need to produce energy.
A. This physical cycle is called "" crash build-up "", or the regulation of energy in the body. Research shows that although crash build-up occurs in babies and infants, it is not as permanent or dangerous for adults as it is for children.
B. [substeps] Oral and herbal supplements also are available, depending on the person's health. Talk to your doctor before trying nadh.
C. Talk to your doctor about taking nadh in a treatment regimen if you suffer from fatigue, especially chronic fatigue syndrome. [substeps] Your doctor may recommend taking niacin so that your body can make nadh.
D. It works through your body's immune system. Atp blockers are given to combat side effects like fatigue.
Answer:"
29581,Brushing teeth,"The dog shakes the ladies hand. She then brushes the dogs teeth. She brushes her teeth, then the dogs then both together.",the dog,"The dog shakes the ladies hand. She then brushes the dogs teeth. She brushes her teeth, then the dogs then both together. the dog","['stands up on its head and then it throws its head back.', 'shakes the ladies hand again.', 'then frosts the woman with its lips.', 'do the dishes in the sink.']",activitynet~v_le1aEgEms9Y,train,indomain,1,"The dog shakes the ladies hand. She then brushes the dogs teeth. She brushes her teeth, then the dogs then both together. the dog
A. stands up on its head and then it throws its head back.
B. shakes the ladies hand again.
C. then frosts the woman with its lips.
D. do the dishes in the sink.
Answer:"
15050,Cleaning shoes,A person uses a brush to scrub a shoe over a sink. They wipe the shoe off with a white towel.,he,A person uses a brush to scrub a shoe over a sink. They wipe the shoe off with a white towel. he,"['lifts up the shoe to show the camera.', 'rubs soap onto the shoe.', 'holds open the other shoe, takes the wet shoe and puts it on paper towel under the faucet.', 'sprays water on the shoe in the sink.']",activitynet~v_xs4MvE_uAtU,train,indomain,0,"A person uses a brush to scrub a shoe over a sink. They wipe the shoe off with a white towel. he
A. lifts up the shoe to show the camera.
B. rubs soap onto the shoe.
C. holds open the other shoe, takes the wet shoe and puts it on paper towel under the faucet.
D. sprays water on the shoe in the sink.
Answer:"
46073,Computers and Electronics,"[header] How to deal with a man in the middle attack [title] To take the advantage of vpn, you should have a remote vpn server set up and configured first. [step] You can do it yourself or just employ some reliable vpn service. [title] Click "" control panel "" in the startup menu.",,"[header] How to deal with a man in the middle attack [title] To take the advantage of vpn, you should have a remote vpn server set up and configured first. [step] You can do it yourself or just employ some reliable vpn service. [title] Click "" control panel "" in the startup menu.","['[step] Under advanced options select "" hardware & features "". [title] In the control panel dialog box, click on "" hardware and features "".', '[title] In control panel, select "" network and internet "". [title] Click "" network and sharing center "".', '[step] Then click "" options "" and choose "" set up "". [title] In the menu window, click "" software options "" and then click "" troubleshoot\'.', '[step] This will bring up a virtual machine. [title] Browse through the "" virtual machine "" selection menu.']",wikihow~75853,train,indomain,1,"[header] How to deal with a man in the middle attack [title] To take the advantage of vpn, you should have a remote vpn server set up and configured first. [step] You can do it yourself or just employ some reliable vpn service. [title] Click "" control panel "" in the startup menu.
A. [step] Under advanced options select "" hardware & features "". [title] In the control panel dialog box, click on "" hardware and features "".
B. [title] In control panel, select "" network and internet "". [title] Click "" network and sharing center "".
C. [step] Then click "" options "" and choose "" set up "". [title] In the menu window, click "" software options "" and then click "" troubleshoot'.
D. [step] This will bring up a virtual machine. [title] Browse through the "" virtual machine "" selection menu.
Answer:"
