ind,activity_label,ctx_a,ctx_b,ctx,endings,source_id,split,split_type,label,prompt
10738,Calf roping,A cowboy is riding on a horse in a large arena and is swinging his rope.,the view,A cowboy is riding on a horse in a large arena and is swinging his rope. the view,"['turns to a view of a canyon with large rocks around.', 'cuts away to him jumping off of the horse and pulling a woman off.', ""changes to show a group of men with their horses and they're each holding onto their ropes and doing various things with them like tying and swinging them."", 'changes to see the man fly over the arena.']",activitynet~v_7c5vvEn3uLk,val,indomain,2,"A cowboy is riding on a horse in a large arena and is swinging his rope. the view
A. turns to a view of a canyon with large rocks around.
B. cuts away to him jumping off of the horse and pulling a woman off.
C. changes to show a group of men with their horses and they're each holding onto their ropes and doing various things with them like tying and swinging them.
D. changes to see the man fly over the arena.
Answer:"
1659,Personal Care and Style,"[header] How to henna your hair red [title] Consider your natural hair color. [step] While true henna has a reddish, coppery tone, the color is translucent so it blends with your hair color. That means it won't look the same on everyone.",,"[header] How to henna your hair red [title] Consider your natural hair color. [step] While true henna has a reddish, coppery tone, the color is translucent so it blends with your hair color. That means it won't look the same on everyone.","[""Dye your hair the same color, however, and you'll get red streaks. [substeps] Coloring your hair a reddish color looks the same but won't look like henna."", ""The lighter your natural hair color, the more vivid red your hair will be. With very dark hair, henna likely won't impart much color, so you'll just wind up with added shine."", ""[substeps] If you've had years of hair that's more mature looking, you may consider adding a more solid color to your hair. For example, if you're blonde, hair that's been dyed silver, is usually red."", 'It tends to stick out nicely between dark brown and light brown hair. [substeps] Henna comes in many different varieties from bright red to neon red.']",wikihow~2720,val,zeroshot,1,"[header] How to henna your hair red [title] Consider your natural hair color. [step] While true henna has a reddish, coppery tone, the color is translucent so it blends with your hair color. That means it won't look the same on everyone.
A. Dye your hair the same color, however, and you'll get red streaks. [substeps] Coloring your hair a reddish color looks the same but won't look like henna.
B. The lighter your natural hair color, the more vivid red your hair will be. With very dark hair, henna likely won't impart much color, so you'll just wind up with added shine.
C. [substeps] If you've had years of hair that's more mature looking, you may consider adding a more solid color to your hair. For example, if you're blonde, hair that's been dyed silver, is usually red.
D. It tends to stick out nicely between dark brown and light brown hair. [substeps] Henna comes in many different varieties from bright red to neon red.
Answer:"
44419,Sports and Fitness,"[header] How to treat a sting from a stinging nettle [title] Avoid touching the area at first. [step] If possible, do not touch or rub the affected area for 10 minutes. Pour fresh water over the area without touching.",,"[header] How to treat a sting from a stinging nettle [title] Avoid touching the area at first. [step] If possible, do not touch or rub the affected area for 10 minutes. Pour fresh water over the area without touching.","['Even though the pain can be intense during the first few minutes, by avoiding any touching or rubbing, you may prevent the pain from lingering for days. [substeps] The chemical irritants from the plant can dry on the surface of the skin, then they can be removed by soap and water.', 'This will wash off any dirt that might be on the area so the nettle does not get wet again. [title] Apply the ice pack daily to reduce itching.', 'Then, submerge the area for 5 to 7 minutes. [title] Wash your face using a clean, clean face wash.', 'This will help soothe you and ensure that nothing will stick to the area. [substeps] You can now do whatever you want with the nettle leaves.']",wikihow~73135,val,indomain,0,"[header] How to treat a sting from a stinging nettle [title] Avoid touching the area at first. [step] If possible, do not touch or rub the affected area for 10 minutes. Pour fresh water over the area without touching.
A. Even though the pain can be intense during the first few minutes, by avoiding any touching or rubbing, you may prevent the pain from lingering for days. [substeps] The chemical irritants from the plant can dry on the surface of the skin, then they can be removed by soap and water.
B. This will wash off any dirt that might be on the area so the nettle does not get wet again. [title] Apply the ice pack daily to reduce itching.
C. Then, submerge the area for 5 to 7 minutes. [title] Wash your face using a clean, clean face wash.
D. This will help soothe you and ensure that nothing will stick to the area. [substeps] You can now do whatever you want with the nettle leaves.
Answer:"
17820,Youth,"[header] How to spit [title] Only spit when it's absolutely necessary. [step] Spitting needs to be done as cleanly as possible to be courteous to others who are around. It's typical to need to spit when you're sick with a cold, using tobacco, or are working physically.",,"[header] How to spit [title] Only spit when it's absolutely necessary. [step] Spitting needs to be done as cleanly as possible to be courteous to others who are around. It's typical to need to spit when you're sick with a cold, using tobacco, or are working physically.","[""Additionally, making it necessary makes it more sanitary, which can make spitting spicy. [substeps] Often, the people you talk to know you'll spit worse."", 'If possible, spit in the lavatory instead. [substeps] You may need to be very careful when swallowing.', ""[substeps] Never spit indoors, unless you're using a receptacle of some kind. In the case that you are using a receptacle, as in wine tasting or tobacco chewing, it's important that you keep your receptacle concealed."", 'Taking the time to spit correctly keeps you from inadvertently spitting in a crowded place or other location, and helps prevent you from having to spit in an emergency situation. [title] Comb dry with a clean towel before spitting and drink water.']",wikihow~29423,val,indomain,2,"[header] How to spit [title] Only spit when it's absolutely necessary. [step] Spitting needs to be done as cleanly as possible to be courteous to others who are around. It's typical to need to spit when you're sick with a cold, using tobacco, or are working physically.
A. Additionally, making it necessary makes it more sanitary, which can make spitting spicy. [substeps] Often, the people you talk to know you'll spit worse.
B. If possible, spit in the lavatory instead. [substeps] You may need to be very careful when swallowing.
C. [substeps] Never spit indoors, unless you're using a receptacle of some kind. In the case that you are using a receptacle, as in wine tasting or tobacco chewing, it's important that you keep your receptacle concealed.
D. Taking the time to spit correctly keeps you from inadvertently spitting in a crowded place or other location, and helps prevent you from having to spit in an emergency situation. [title] Comb dry with a clean towel before spitting and drink water.
Answer:"
36822,Applying sunscreen,A bottle of moisturizer is shown. A woman on a beach applies it to her skin. She rubs it into her skin.,text,A bottle of moisturizer is shown. A woman on a beach applies it to her skin. She rubs it into her skin. text,"['is shown shortly after.', 'pops up on the screen.', 'appears on screen describing the product.', 'is shown up against the screen.']",activitynet~v_Zzj03Cew2vk,val,indomain,2,"A bottle of moisturizer is shown. A woman on a beach applies it to her skin. She rubs it into her skin. text
A. is shown shortly after.
B. pops up on the screen.
C. appears on screen describing the product.
D. is shown up against the screen.
Answer:"
43320,Finance and Business,"[header] How to use bubble wrap [title] Use bubble wrap to protect delicate items, like glass or electronics. [step] Bubble wrap is ideal for padding glassware, ceramics, mirrors, and other fragile items while moving. Because bubble wrap comes in large sheets, it can be more effective for wrapping bigger items than styrofoam or newspaper.",,"[header] How to use bubble wrap [title] Use bubble wrap to protect delicate items, like glass or electronics. [step] Bubble wrap is ideal for padding glassware, ceramics, mirrors, and other fragile items while moving. Because bubble wrap comes in large sheets, it can be more effective for wrapping bigger items than styrofoam or newspaper.","[""[substeps] If it's not light enough for your bubble wrap, you can twist or simply press the ends of the bubble wrap together. [title] Place an ice pack on the spill."", '[title] Wrap all delicate items before putting them in the box. [step] Place your item on a sheet of bubble wrap and cut out a piece long enough to cover the item in bubble wrap.', 'It also helps protect your items from dangerous particles. [substeps] Bubble wrap does not contain the same polymers that foam bath sheets, or these can solidify and shrink in water before use.', ""[substeps] Read a section on making bubble wrap from a variety of perspectives, so you have a comprehensive understanding of exactly what you're making. [title] Pack your bubble wrap in a cooler.""]",wikihow~71291,val,indomain,1,"[header] How to use bubble wrap [title] Use bubble wrap to protect delicate items, like glass or electronics. [step] Bubble wrap is ideal for padding glassware, ceramics, mirrors, and other fragile items while moving. Because bubble wrap comes in large sheets, it can be more effective for wrapping bigger items than styrofoam or newspaper.
A. [substeps] If it's not light enough for your bubble wrap, you can twist or simply press the ends of the bubble wrap together. [title] Place an ice pack on the spill.
B. [title] Wrap all delicate items before putting them in the box. [step] Place your item on a sheet of bubble wrap and cut out a piece long enough to cover the item in bubble wrap.
C. It also helps protect your items from dangerous particles. [substeps] Bubble wrap does not contain the same polymers that foam bath sheets, or these can solidify and shrink in water before use.
D. [substeps] Read a section on making bubble wrap from a variety of perspectives, so you have a comprehensive understanding of exactly what you're making. [title] Pack your bubble wrap in a cooler.
Answer:"
14828,Family Life,"[header] How to get your child to use a baby walker [title] Determine if your baby is ready for a walker. [step] There are differing opinions on exactly when a baby is ready to use a baby walker. There is no set age, since all babies develop at their own rate.",,"[header] How to get your child to use a baby walker [title] Determine if your baby is ready for a walker. [step] There are differing opinions on exactly when a baby is ready to use a baby walker. There is no set age, since all babies develop at their own rate.","['Questions about how to start a child walker program should be considered for parents. [substeps] The early childhood walkers are older versions of the toddler walker.', 'However, there are certain signs that indicate when the baby is ready to use a baby walker : [substeps] In order to use a baby walker, the baby should be able to sit up on their own and be able to crawl. Sitting up is necessary because the baby needs to sit up in the walker.', 'Some children are ready with a baby walker when they are one year old and ready to have another baby. [title] Exercise caution when getting a baby walker.', 'In general, babies between the ages of 4 and 6 months are ready for a walker. [title] Choose a stroller that has four handles.']",wikihow~24527,val,zeroshot,1,"[header] How to get your child to use a baby walker [title] Determine if your baby is ready for a walker. [step] There are differing opinions on exactly when a baby is ready to use a baby walker. There is no set age, since all babies develop at their own rate.
A. Questions about how to start a child walker program should be considered for parents. [substeps] The early childhood walkers are older versions of the toddler walker.
B. However, there are certain signs that indicate when the baby is ready to use a baby walker : [substeps] In order to use a baby walker, the baby should be able to sit up on their own and be able to crawl. Sitting up is necessary because the baby needs to sit up in the walker.
C. Some children are ready with a baby walker when they are one year old and ready to have another baby. [title] Exercise caution when getting a baby walker.
D. In general, babies between the ages of 4 and 6 months are ready for a walker. [title] Choose a stroller that has four handles.
Answer:"
18769,Playing bagpipes,We see people give money to a man on a a unicycle on a city street.,the man in a costume,We see people give money to a man on a a unicycle on a city street. the man in a costume,"['enters a building and we see the lights.', ""tries to tear a man's head off."", 'rides the unicycle and plays a bagpipe.', 'rides on the back of the unicycle.']",activitynet~v_T7fzZX0qKKQ,val,indomain,2,"We see people give money to a man on a a unicycle on a city street. the man in a costume
A. enters a building and we see the lights.
B. tries to tear a man's head off.
C. rides the unicycle and plays a bagpipe.
D. rides on the back of the unicycle.
Answer:"
26249,Personal Care and Style,"[header] How to give yourself a manicure [title] Get your supplies together. [step] To give yourself a gorgeous manicure, make sure you have all the right supplies. You might have to spend a bit up front, but next time you want to paint your nails, you'll already be covered.",,"[header] How to give yourself a manicure [title] Get your supplies together. [step] To give yourself a gorgeous manicure, make sure you have all the right supplies. You might have to spend a bit up front, but next time you want to paint your nails, you'll already be covered.","['Go to your local painting store to get the following supplies : [substeps] Remover cotton ball clay/sand to make your nails nice and smooth a cotton ball nail balm wipe alcohol cream nail polish remover [title] Prepare your nails. [step] There are different kinds of nail care products available for wanting a manicure.', ""Get two different kinds of supplies : [substeps] 3 bags of ink or a small jar (you won't need this all of the time) a nail polish palette [title] Place your water bottle on your bathtub. [step] To get your nails in the habit of being wet, take a small (preferably very small) bottle."", 'Put your cuticles into the collection (the nail brush) and chop them up. The cuticles are your foundation and cover any crevices and cracks.', 'Get the following products : [substeps] Nail polish remover cotton balls or cotton swabs cuticle trimmer nail buffer nail trimmers nail file cuticle or hand cream nail polish base coat top coat [title] Set up your workspace. [step] Nail polish and remover can damage many surfaces such as cloth, wood finish and plastic.']",wikihow~43260,val,zeroshot,3,"[header] How to give yourself a manicure [title] Get your supplies together. [step] To give yourself a gorgeous manicure, make sure you have all the right supplies. You might have to spend a bit up front, but next time you want to paint your nails, you'll already be covered.
A. Go to your local painting store to get the following supplies : [substeps] Remover cotton ball clay/sand to make your nails nice and smooth a cotton ball nail balm wipe alcohol cream nail polish remover [title] Prepare your nails. [step] There are different kinds of nail care products available for wanting a manicure.
B. Get two different kinds of supplies : [substeps] 3 bags of ink or a small jar (you won't need this all of the time) a nail polish palette [title] Place your water bottle on your bathtub. [step] To get your nails in the habit of being wet, take a small (preferably very small) bottle.
C. Put your cuticles into the collection (the nail brush) and chop them up. The cuticles are your foundation and cover any crevices and cracks.
D. Get the following products : [substeps] Nail polish remover cotton balls or cotton swabs cuticle trimmer nail buffer nail trimmers nail file cuticle or hand cream nail polish base coat top coat [title] Set up your workspace. [step] Nail polish and remover can damage many surfaces such as cloth, wood finish and plastic.
Answer:"
40393,Family Life,"[header] How to become less of a control freak [title] Admit you have issues with control. [step] If you're controlling, you may have a tendency to assume you're right. Recognize when you feel your way is the only way to complete a task.",,"[header] How to become less of a control freak [title] Admit you have issues with control. [step] If you're controlling, you may have a tendency to assume you're right. Recognize when you feel your way is the only way to complete a task.","['Acknowledge that the problem is your need for control and not someone else\'s shortcomings. [substeps] It\'s easy to simply say to yourself, "" i have control issues.', ""Perhaps you feel like you are always in control of your life, and may not be able to take on even the smallest task. It's good to admit you've been in conflict with your authority figures but that you got into trouble with them."", ""You may feel you've let yourself give in to an action because you're worried about making a mistake. [substeps] If you want to learn to control your thoughts and actions, accept that this may not always be possible."", ""It's hard to control something someone else is doing, so take the role and deliberately acknowledge that. [substeps] For example, if you have a tendency to react in a house like an abuser, then acknowledge that you can control this situation and that the person in charge cannot.""]",wikihow~66449,val,zeroshot,0,"[header] How to become less of a control freak [title] Admit you have issues with control. [step] If you're controlling, you may have a tendency to assume you're right. Recognize when you feel your way is the only way to complete a task.
A. Acknowledge that the problem is your need for control and not someone else's shortcomings. [substeps] It's easy to simply say to yourself, "" i have control issues.
B. Perhaps you feel like you are always in control of your life, and may not be able to take on even the smallest task. It's good to admit you've been in conflict with your authority figures but that you got into trouble with them.
C. You may feel you've let yourself give in to an action because you're worried about making a mistake. [substeps] If you want to learn to control your thoughts and actions, accept that this may not always be possible.
D. It's hard to control something someone else is doing, so take the role and deliberately acknowledge that. [substeps] For example, if you have a tendency to react in a house like an abuser, then acknowledge that you can control this situation and that the person in charge cannot.
Answer:"
42382,High jump,A male athlete is running on a track. He jumps high into the air.,he,A male athlete is running on a track. He jumps high into the air. he,"['is then shown running in slow motion.', 'vaults backwards over a high beam.', 'then dismounts quickly, waving to the crowd.', 'then balances himself before dropping to the ground.']",activitynet~v_R3ffxWaI9QU,val,zeroshot,1,"A male athlete is running on a track. He jumps high into the air. he
A. is then shown running in slow motion.
B. vaults backwards over a high beam.
C. then dismounts quickly, waving to the crowd.
D. then balances himself before dropping to the ground.
Answer:"
2477,Rollerblading,There's a woman with red colored hair wearing a black tank top and printed black tights skating on roller blades through the streets of a city.,the streets,There's a woman with red colored hair wearing a black tank top and printed black tights skating on roller blades through the streets of a city. the streets,"['showed various advertisements advertised for skate skating.', 'are covered hip hop and dressed in purple and red leotards as the individual rhythmically spins around.', 'are filled with crowds, people and cars, and she is wearing a white and orange outfit.', ""don't have any cars but people are riding bikes or skateboarding.""]",activitynet~v_Taw5ILRt9hI,val,indomain,3,"There's a woman with red colored hair wearing a black tank top and printed black tights skating on roller blades through the streets of a city. the streets
A. showed various advertisements advertised for skate skating.
B. are covered hip hop and dressed in purple and red leotards as the individual rhythmically spins around.
C. are filled with crowds, people and cars, and she is wearing a white and orange outfit.
D. don't have any cars but people are riding bikes or skateboarding.
Answer:"
13018,Having an ice cream,"The man teases the boy with a cone and lets the boy have it, only to be taken away again.",the man,"The man teases the boy with a cone and lets the boy have it, only to be taken away again. the man","['takes it in turn from the boy and the man enjoys it and walks off.', 'returns and sprays his hair to complete the haircut.', 'takes the cone and wraps a gift carefully.', ""then puts ice cream on the cone and smiles at the boy while he walks away and other's watch.""]",activitynet~v_YtPZMBePf5c,val,zeroshot,3,"The man teases the boy with a cone and lets the boy have it, only to be taken away again. the man
A. takes it in turn from the boy and the man enjoys it and walks off.
B. returns and sprays his hair to complete the haircut.
C. takes the cone and wraps a gift carefully.
D. then puts ice cream on the cone and smiles at the boy while he walks away and other's watch.
Answer:"
45359,Family Life,"[header] How to cope with the death of your cat [title] Do not ignore your pain. [step] Ignoring your pain can actually make grief harder. In order to actually heal from the loss of your cat, you will need to actively face your pain and deal with it.",,"[header] How to cope with the death of your cat [title] Do not ignore your pain. [step] Ignoring your pain can actually make grief harder. In order to actually heal from the loss of your cat, you will need to actively face your pain and deal with it.","[""By making choices that you deem appropriate for your particular situation, you can still make this process go smoothly. [substeps] The first step to facing the pain you feel is to do everything you can to accept the fact that your cat's suffering isn't the result of your grief."", 'If you feel sad and want to cry, then you should cry. Bottling up your emotions will likely extend the grieving process.', 'By doing this, you will be able to move past the grief you feel and move on with your life. [substeps] Avoid making an effort to push through your pain.', 'The best place to start is to remember something about the cat that has been passed on to you : [substeps] A loved one. If your cat lost its collar, then you may still not be able to acknowledge your pain.']",wikihow~74655,val,zeroshot,1,"[header] How to cope with the death of your cat [title] Do not ignore your pain. [step] Ignoring your pain can actually make grief harder. In order to actually heal from the loss of your cat, you will need to actively face your pain and deal with it.
A. By making choices that you deem appropriate for your particular situation, you can still make this process go smoothly. [substeps] The first step to facing the pain you feel is to do everything you can to accept the fact that your cat's suffering isn't the result of your grief.
B. If you feel sad and want to cry, then you should cry. Bottling up your emotions will likely extend the grieving process.
C. By doing this, you will be able to move past the grief you feel and move on with your life. [substeps] Avoid making an effort to push through your pain.
D. The best place to start is to remember something about the cat that has been passed on to you : [substeps] A loved one. If your cat lost its collar, then you may still not be able to acknowledge your pain.
Answer:"
25088,Personal Care and Style,"[header] How to care for a shaving brush [title] Wash your new brush. [step] While shaving brushes usually come sanitized from the manufacture, it's a good idea to still clean the brush with soapy water or shampoo and conditioner before use as this will better prepare the brush for use and remove any loose hairs. [title] Do not push down hard while lathering with your shaving brush.",,"[header] How to care for a shaving brush [title] Wash your new brush. [step] While shaving brushes usually come sanitized from the manufacture, it's a good idea to still clean the brush with soapy water or shampoo and conditioner before use as this will better prepare the brush for use and remove any loose hairs. [title] Do not push down hard while lathering with your shaving brush.","['[step] This is a common mistake, and probably the most important tip. Many men feel they have to push down hard to create an ultimate lather.', ""[step] Use gentle pushes and pull to start. [title] Use your index fingers to massage your beard and inner lip, preferably one of the hairs that tends to get tangled up when you're shaving."", '[step] Use very gentle but firm pressure to avoid damaging the bristles. Avoiding pulling hard on the bristles can burn your skin.', '[step] Use a short, gentle bar of soap meant for sensitive skin. To minimize friction, try to avoid splashing or palpating the brush on your skin.']",wikihow~41354,val,zeroshot,0,"[header] How to care for a shaving brush [title] Wash your new brush. [step] While shaving brushes usually come sanitized from the manufacture, it's a good idea to still clean the brush with soapy water or shampoo and conditioner before use as this will better prepare the brush for use and remove any loose hairs. [title] Do not push down hard while lathering with your shaving brush.
A. [step] This is a common mistake, and probably the most important tip. Many men feel they have to push down hard to create an ultimate lather.
B. [step] Use gentle pushes and pull to start. [title] Use your index fingers to massage your beard and inner lip, preferably one of the hairs that tends to get tangled up when you're shaving.
C. [step] Use very gentle but firm pressure to avoid damaging the bristles. Avoiding pulling hard on the bristles can burn your skin.
D. [step] Use a short, gentle bar of soap meant for sensitive skin. To minimize friction, try to avoid splashing or palpating the brush on your skin.
Answer:"
43950,Family Life,"[header] How to understand violent behavior in children [title] Consider your child's age. [step] Younger children, generally between the ages of two and four, may have a hard time expressing their thoughts and feelings because their communications skills are not fully developed. This inability to communicate may lead to violent behavior as a means to express themselves.",,"[header] How to understand violent behavior in children [title] Consider your child's age. [step] Younger children, generally between the ages of two and four, may have a hard time expressing their thoughts and feelings because their communications skills are not fully developed. This inability to communicate may lead to violent behavior as a means to express themselves.","['[substeps] This aggressive behavior will most likely decrease as your child grows older and learns how to express himself without resorting to violence. [title] Be aware that boys tend to be more aggressive than girls, though girls are also very capable of violent behavior.', ""Additionally, older children, as well as children up to one year old, may also have difficult expressing their emotions. For example, young children may find it difficult to communicate by writing about how they feel or binge-watching movies they can't watch."", ""[substeps] Older children, on the other hand, may still struggle with violent behaviors that they can't yet express. Their parents or those they hang out with may be frustrated with their child's childish thoughts."", '[title] Ask what the child thinks about violence. [step] Children have a hard time understanding violence as an emotion, so they are more likely to interpret violence as another emotion.']",wikihow~72346,val,zeroshot,0,"[header] How to understand violent behavior in children [title] Consider your child's age. [step] Younger children, generally between the ages of two and four, may have a hard time expressing their thoughts and feelings because their communications skills are not fully developed. This inability to communicate may lead to violent behavior as a means to express themselves.
A. [substeps] This aggressive behavior will most likely decrease as your child grows older and learns how to express himself without resorting to violence. [title] Be aware that boys tend to be more aggressive than girls, though girls are also very capable of violent behavior.
B. Additionally, older children, as well as children up to one year old, may also have difficult expressing their emotions. For example, young children may find it difficult to communicate by writing about how they feel or binge-watching movies they can't watch.
C. [substeps] Older children, on the other hand, may still struggle with violent behaviors that they can't yet express. Their parents or those they hang out with may be frustrated with their child's childish thoughts.
D. [title] Ask what the child thinks about violence. [step] Children have a hard time understanding violence as an emotion, so they are more likely to interpret violence as another emotion.
Answer:"
38482,Washing face,We see a puppet in an eye doctors office.,we,We see a puppet in an eye doctors office. we,"['see an old man kneel on a chair with his hands behind his head.', 'then see the man on a sidewalk talking.', 'then see a group of people practicing for a game of field hockey.', 'see a few title and instruction scenes.']",activitynet~v_I4y6q9oIIQo,val,zeroshot,3,"We see a puppet in an eye doctors office. we
A. see an old man kneel on a chair with his hands behind his head.
B. then see the man on a sidewalk talking.
C. then see a group of people practicing for a game of field hockey.
D. see a few title and instruction scenes.
Answer:"
9629,Personal Care and Style,"[header] How to get perfect cheekbones with makeup [title] Wash your face. [step] Even if you washed your face with a facial cleanser the night before, give it a good scrub in the morning, or right before applying your makeup. Use a cleansing oil or an alcohol-free facial cleanser.",,"[header] How to get perfect cheekbones with makeup [title] Wash your face. [step] Even if you washed your face with a facial cleanser the night before, give it a good scrub in the morning, or right before applying your makeup. Use a cleansing oil or an alcohol-free facial cleanser.","['[title] Use some lip liner if you have round eyes. [step] It works just as well because it highlights the rims of your eyes.', '[substeps] If you use a facial oil, simply dab some on a cotton ball as you would nail polish remover and swipe across your face. Facial oils break up the dirt particles instantly and clean out your pores.', 'Always use a gentle cleanser, not a scrub. The oil will lower your chances of creating acne problems as well as causing salicylic acid burn.', 'Apply this mixture to your face, paying special attention to your nose. [substeps] If you have naturally flawless skin, this will be the best time to wipe off your makeup.']",wikihow~15886,val,zeroshot,1,"[header] How to get perfect cheekbones with makeup [title] Wash your face. [step] Even if you washed your face with a facial cleanser the night before, give it a good scrub in the morning, or right before applying your makeup. Use a cleansing oil or an alcohol-free facial cleanser.
A. [title] Use some lip liner if you have round eyes. [step] It works just as well because it highlights the rims of your eyes.
B. [substeps] If you use a facial oil, simply dab some on a cotton ball as you would nail polish remover and swipe across your face. Facial oils break up the dirt particles instantly and clean out your pores.
C. Always use a gentle cleanser, not a scrub. The oil will lower your chances of creating acne problems as well as causing salicylic acid burn.
D. Apply this mixture to your face, paying special attention to your nose. [substeps] If you have naturally flawless skin, this will be the best time to wipe off your makeup.
Answer:"
50512,Personal Care and Style,[header] How to convince your parent to let you use tampons [title] Have courage. [step] You may be a little nervous about asking your guardian permission to use tampons. Especially if they've told you right off the bat that you should wait until you're older.,,[header] How to convince your parent to let you use tampons [title] Have courage. [step] You may be a little nervous about asking your guardian permission to use tampons. Especially if they've told you right off the bat that you should wait until you're older.,"[""Know that it's okay to ask for permission, but be clear that you absolutely must do so. [substeps] While you may think that you should try it, don't overthink it."", ""Plus, they may be surprised when they see you wearing tampons in public without their permission. It's your safety, not theirs."", 'Bring it up when you\'re the only ones in the kitchen, car, living room, bathroom, etc. Try saying such things as: "" hey mom, would you be okay with me using tampons as long as you could explain how? I will probably need help, but i think i\'m ready.', ""But there's really no place to rush. Wait, and do what feels natural for you.""]",wikihow~83121,val,zeroshot,2,"[header] How to convince your parent to let you use tampons [title] Have courage. [step] You may be a little nervous about asking your guardian permission to use tampons. Especially if they've told you right off the bat that you should wait until you're older.
A. Know that it's okay to ask for permission, but be clear that you absolutely must do so. [substeps] While you may think that you should try it, don't overthink it.
B. Plus, they may be surprised when they see you wearing tampons in public without their permission. It's your safety, not theirs.
C. Bring it up when you're the only ones in the kitchen, car, living room, bathroom, etc. Try saying such things as: "" hey mom, would you be okay with me using tampons as long as you could explain how? I will probably need help, but i think i'm ready.
D. But there's really no place to rush. Wait, and do what feels natural for you.
Answer:"
46078,Family Life,"[header] How to teach your child the importance of gratitude [title] Start young. [step] Teach her the "" polite words "" as early as possible. When your child is a toddler, prompt her to say "" please "" whenever she asks for something and "" thank you "" whenever she's given something, no matter how small.",,"[header] How to teach your child the importance of gratitude [title] Start young. [step] Teach her the "" polite words "" as early as possible. When your child is a toddler, prompt her to say "" please "" whenever she asks for something and "" thank you "" whenever she's given something, no matter how small.","['Teach her by saying the "" please "" repeatedly or just let her repeat it for you. For example, ask her to replace "" please "" with "" nice "" or "" thank you.', ""From a young age she'll understand that we must show respect and appreciation to those who do things for us. If she's too young to say the words, say them for her."", 'In order to teach love, train your child to "" please. "" this will improve teaching and help start the process off with good manners.', ""When you're also teaching her to associate a single action with thanks, it can help strengthen her desire to practice gratitude. Your child should have a clear goal in mind when making attempts to start a gratitude journal.""]",wikihow~75858,val,zeroshot,1,"[header] How to teach your child the importance of gratitude [title] Start young. [step] Teach her the "" polite words "" as early as possible. When your child is a toddler, prompt her to say "" please "" whenever she asks for something and "" thank you "" whenever she's given something, no matter how small.
A. Teach her by saying the "" please "" repeatedly or just let her repeat it for you. For example, ask her to replace "" please "" with "" nice "" or "" thank you.
B. From a young age she'll understand that we must show respect and appreciation to those who do things for us. If she's too young to say the words, say them for her.
C. In order to teach love, train your child to "" please. "" this will improve teaching and help start the process off with good manners.
D. When you're also teaching her to associate a single action with thanks, it can help strengthen her desire to practice gratitude. Your child should have a clear goal in mind when making attempts to start a gratitude journal.
Answer:"
38058,High jump,"Then, the athlete runs and performs a high jump, but he makes fall the horizontal pole of the pole jump.",after,"Then, the athlete runs and performs a high jump, but he makes fall the horizontal pole of the pole jump. after","[', the athlete jumps as a model on the horizontal pole, but he make never do pole jump.', ', the athlete also do a high jump but there is no balance to make landing.', ', the athlete jumps again successfully.', ', the athlete performs a high jump in colorful public square and several people stands on front football field to watch him.']",activitynet~v_6Kp_fvkZWTE,val,zeroshot,2,"Then, the athlete runs and performs a high jump, but he makes fall the horizontal pole of the pole jump. after
A. , the athlete jumps as a model on the horizontal pole, but he make never do pole jump.
B. , the athlete also do a high jump but there is no balance to make landing.
C. , the athlete jumps again successfully.
D. , the athlete performs a high jump in colorful public square and several people stands on front football field to watch him.
Answer:"
36727,Personal Care and Style,"[header] How to do hairstyles for curly hair [title] Use a headband. [step] Headbands work wonders with short, medium and long hair. The classic way to wear a headband is to pull the hair back from the face, but you can also wear a circular headband over your hair, including bangs (if you have them).",,"[header] How to do hairstyles for curly hair [title] Use a headband. [step] Headbands work wonders with short, medium and long hair. The classic way to wear a headband is to pull the hair back from the face, but you can also wear a circular headband over your hair, including bangs (if you have them).","['This way, you can always have a minimum of your hair pulled back or pinned up. Of course, if you have long hair, you might add to it with bobby pins or headbands.', '[substeps] Bangs are a pretty distinctive part of curly hair. Shorter, more modern hairstyles make the hair slightly longer.', 'You can have no problems getting this style, as long as it is ponytail-style. [substeps] Use your fingertips to pull the hair back into a ponytail at the back of your head.', 'Use mousse or gel to keep your curls in shape.. [substeps] Experiment with different types of headbands: thin and sparkly, wide and bold, bows, flowers, colors, knitted materials, and more.']",wikihow~60529,val,zeroshot,3,"[header] How to do hairstyles for curly hair [title] Use a headband. [step] Headbands work wonders with short, medium and long hair. The classic way to wear a headband is to pull the hair back from the face, but you can also wear a circular headband over your hair, including bangs (if you have them).
A. This way, you can always have a minimum of your hair pulled back or pinned up. Of course, if you have long hair, you might add to it with bobby pins or headbands.
B. [substeps] Bangs are a pretty distinctive part of curly hair. Shorter, more modern hairstyles make the hair slightly longer.
C. You can have no problems getting this style, as long as it is ponytail-style. [substeps] Use your fingertips to pull the hair back into a ponytail at the back of your head.
D. Use mousse or gel to keep your curls in shape.. [substeps] Experiment with different types of headbands: thin and sparkly, wide and bold, bows, flowers, colors, knitted materials, and more.
Answer:"
